-2.43366212e-02 -3.05545894e-02 3.80828955e-02 2.69201834e-02 2.48479990e-04 1.70638308e-04 5.96649418e-05 1.65301438e-05 2.20068392e-04 2.01
-2.17685893e-02 -3.28739026e-02 3.76567093e-02 2.77928781e-02 2.48219010e-04 1.74012956e-04 6.07292283e-05 1.71912493e-05 2.22777966e-04 2.02
-1.92005574e-02 -3.51932158e-02 3.72305231e-02 2.86655728e-02 2.47958029e-04 1.77387604e-04 6.17935148e-05 1.78523547e-05 2.25957574e-04 2.03
-1.66325255e-02 -3.75125290e-02 3.68043369e-02 2.95382675e-02 2.47697048e-04 1.80762252e-04 6.28578013e-05 1.85134601e-05 2.29787420e-04 2.04
-1.40644936e-02 -3.98318422e-02 3.63781506e-02 3.04109622e-02 2.47436067e-04 1.84136901e-04 6.39220878e-05 1.91745656e-05 2.34094426e-04 2.05
-1.14964617e-02 -4.21511553e-02 3.59519644e-02 3.12836569e-02 2.47175086e-04 1.87511549e-04 6.49863743e-05 1.98356710e-05 2.38511658e-04 2.06
-8.92842980e-03 -4.44704685e-02 3.55257782e-02 3.21563516e-02 2.46914105e-04 1.90886197e-04 6.60506607e-05 2.04967764e-05 2.42663966e-04 2.07
-6.36039790e-03 -4.67897817e-02 3.50995920e-02 3.30290463e-02 2.46653124e-04 1.94260845e-04 6.71149472e-05 2.11578819e-05 2.46788629e-04 2.08
-3.79236599e-03 -4.91090949e-02 3.46734058e-02 3.39017410e-02 2.46392144e-04 1.97635493e-04 6.81792337e-05 2.18189873e-05 2.51436583e-04 2.09
-1.22433408e-03 -5.14284081e-02 3.42472195e-02 3.47744357e-02 2.46131163e-04 2.01010141e-04 6.92435202e-05 2.24800927e-05 2.56053526e-04 2.1
1.34369782e-03 -5.37477212e-02 3.38210333e-02 3.56471304e-02 2.45870182e-04 2.04384789e-04 7.03078067e-05 2.31411982e-05 2.60442953e-04 2.11
3.91172973e-03 -5.60670344e-02 3.33948471e-02 3.65198251e-02 2.45609201e-04 2.07759438e-04 7.13720932e-05 2.38023036e-05 2.64745299e-04 2.12
6.47976164e-03 -5.83863476e-02 3.29686609e-02 3.73925198e-02 2.45348220e-04 2.11134086e-04 7.24363797e-05 2.44634090e-05 2.68935740e-04 2.13
9.04779355e-03 -6.07056608e-02 3.25424747e-02 3.82652145e-02 2.45087239e-04 2.14508734e-04 7.35006662e-05 2.51245145e-05 2.73009822e-04 2.14
1.16158255e-02 -6.30249740e-02 3.21162884e-02 3.91379092e-02 2.44826258e-04 2.17883382e-04 7.45649526e-05 2.57856199e-05 2.77010145e-04 2.15
1.41838574e-02 -6.53442871e-02 3.16901022e-02 4.00106039e-02 2.44565278e-04 2.21258030e-04 7.56292391e-05 2.64467253e-05 2.81013069e-04 2.16
