-0.0890479621 2001 -0.0891616905301
-0.149979754 2002 -0.150799277269
-0.205921115 2003 -0.208328845282
-0.262920438 2004 -0.267852215363
-0.326067096 2005 -0.334662760366
-0.399940616 2006 -0.413863663463
-0.488994534 2007 -0.510907934224
-0.598673044 2008 -0.632109521855
-0.735876953 2009 -0.785172672036
-0.908945231 2010 -0.979784104997
-1.12827114 2011 -1.22830917042
-1.40720688 2012 -1.54662548261
-1.76283606 2013 -1.95510713038
-2.21681247 2014 -2.4797205158
-2.79615469 2015 -3.15306934436
-3.53409313 2016 -4.01495091009
-4.46917484 2017 -5.11140877535
-5.64197017 2018 -6.49015173233
-7.08760245 2019 -8.18833508147
-8.81735648 2020 -10.2064439761
-10.7876744 2021 -12.4621690588
-12.8548549 2022 -14.7290793113
-14.7405579 2023 -16.5985375284
-16.0549256 2024 -17.5475543069
-16.4314985 2025 -17.1666234693
-15.715873 2026 -15.4243822149
-14.0471217 2027 -12.7124148547
-11.7648491 2028 -9.6129100215
-9.24824124 2029 -6.62168064996
-6.80752581 2030 -4.02448037719
-4.63917159 2031 -1.91728759404
-2.83643428 2032 -0.277668816019
-1.4000289 2033 0.972163328686
-0.283277552 2034 1.92582900115
0.580578015 2035 2.67265699238
1.26368582 2036 3.28954509593
1.83222347 2037 3.83916978749
2.34234212 2038 4.3710708946
2.84342975 2039 4.92362263591
3.3789316 2040 5.52576324138
3.98796816 2041 6.19781106539
4.70853255 2042 6.95093036166
5.57773992 2043 7.78498501414
6.62929861 2044 8.6848149501
7.88795045 2045 9.61560494942
9.35252305 2046 10.5191493498
10.9692908 2047 11.3142507141
12.5964376 2048 11.9052132014
13.9809171 2049 12.2005631915
14.7972745 2050 12.1386191167
14.7792678 2051 11.709759502
13.8772621 2052 10.9634351039
12.2977718 2053 9.99515644381
10.3816418 2054 8.9201581105
8.43176634 2055 7.84658145976
6.63775282 2056 6.85801200761
5.08428581 2057 6.00781836593
3.79350675 2058 5.32223287154
2.75001349 2059 4.80757658549
1.92454081 2060 4.45807001646
1.27955654 2061 4.26235012222
0.777062379 2062 4.20810321812
0.3812308 2063 4.28491811425
0.0609059203 2064 4.48571065662
-0.210278724 2065 4.8070614084
-0.45317657 2066 5.24867676509
-0.682763822 2067 5.81200504533
-0.91354574 2068 6.49785675396
-1.16417013 2069 7.3027425293
-1.45337664 2070 8.21365521469
-1.79858498 2071 9.20138185886
-2.22106894 2072 10.2134189999
-2.74549516 2073 11.1693336972
-3.39788023 2074 11.9634075554
-4.20816279 2075 12.4796488391
-5.20588572 2076 12.6198957105
-6.41334778 2077 12.3364667021
-7.83139564 2078 11.6529924947
-9.41984028 2079 10.6602368491
-11.0682493 2080 9.48844826173
-12.5907663 2081 8.27150202787
-13.7703307 2082 7.11924238876
-14.4358782 2083 6.1052676008
-14.5158355 2084 5.26796290135
-14.0161502 2085 4.61866723461
-12.9605356 2086 4.15159359353
-11.4136782 2087 3.85245739321
-9.53429359 2088 3.70474888327
-7.55284289 2089 3.69370321672
-5.68079687 2090 3.80845343522
-4.0565951 2091 4.04289452462
-2.73208851 2092 4.39565292104
-1.70194446 2093 4.86935612957
-0.923983185 2094 5.46917609591
-0.34694517 2095 6.20039477205
0.0819893647 2096 7.06454049426
0.406779767 2097 8.0535656545
0.666321566 2098 9.1418163105
0.889873206 2099 10.2766026326
1.10271271 2100 11.3704372155
